subject,predicate,object,target,relation,novelty
bloodstream,carry,site,drug,location_out,established
bloodstream,carry,site,drug,location_out,established
Círdan,remove,shell,shell,location_out,established
Xanathos,lift,pod,hand,location_out,established
bandage,use,shell,bandage,location_out,established
everything,look,shell,shell,location_out,established
press,echo,victim,press,location_out,established
press,echo,victim,press,location_out,established
industry,want,mine,mine,location_out,established
user,jump,site,ship,location_out,established
AMCU,say,mine,mine,location_out,established
seminar,take,tee,tee,location_out,established
seminar,take,tee,tee,location_out,established
example,hack,shell,shell,location_out,established
kestrel,derive,prey,water,location_out,established
member,man,site,man,location_out,established
Jackie,release,-PRON-,hand,location_out,established
beam,cause,target,beam,location_out,established
golfer,increase,tee,tee,location_out,established
golfer,increase,tee,tee,location_out,established
cycle,take,target,cycle,location_out,established
ball,hit,tee,ball,location_out,established
ball,hit,tee,ball,location_out,established
golfer,increase,tee,tee,location_out,established
campaign,collect,target,stamp,location_out,established
campaign,collect,target,stamp,location_out,established
author,sample,site,author,location_out,established
author,sample,site,author,location_out,established
feature,generate,site,file,location_out,established
batter,hit,tee,ball,location_out,established
Dubois,hit,tee,tee,location_out,established
frame,embe,site,frame,location_out,established
stone,become,mine,stone,location_out,established
stone,become,mine,stone,location_out,established
Lauren,compile,site,list,location_out,established
Massey,pour,mine,mine,location_out,established
post,drive,tee,ball,location_out,established
Leonard,take,mine,mine,location_out,established
Randy,haul,quarry,quarry,location_out,established
Camera,take,target,picture,location_out,established
city,export,mine,mine,location_out,established
Cork,require,tee,tee,location_out,established
foundation,contain,quarry,stone,location_out,established
foundation,contain,quarry,stone,location_out,established
company,state,mine,coal,location_out,established
company,state,mine,coal,location_out,established
Narconon,wipe,site,name,location_out,established
Conco,derive,quarry,quarry,location_out,established
customer,make,site,order,location_out,established
customer,make,site,order,location_out,established
customer,make,site,order,location_out,established
customer,make,site,order,location_out,established
lice,suck,victim,blood,location_out,established
sulu,remove,shell,shell,location_out,established
abbey,take,quarry,name,location_out,established
abbey,take,quarry,name,location_out,established
Dixie,level,-PRON-,level,location_out,established
subject,demand,victim,baby,location_out,established
subject,demand,victim,baby,location_out,established
beam,cause,target,beam,location_out,established
man,carry,quarry,man,location_out,established
Park,use,mine,soil,location_out,established
inspector,observe,mine,mine,location_out,established
campaign,collect,target,stamp,location_out,established
campaign,collect,target,stamp,location_out,established
mechs,utilize,mine,mine,location_out,established
mechs,utilize,mine,mine,location_out,established
golfer,increase,tee,tee,location_out,established
Scott,find,tee,tee,location_out,established
owner,move,site,market,location_out,established
owner,move,site,market,location_out,established
group,receive,target,group,location_out,established
golfer,knock,tee,ball,location_out,established
golfer,knock,tee,ball,location_out,established
industry,cover,target,cover,location_out,established
artist,create,shell,shell,location_out,established
man,demand,victim,man,location_out,established
Agency,collect,site,drug,location_out,established
tent,pitch,-PRON-,-PRON-,location_out,established
tent,pitch,-PRON-,-PRON-,location_out,established
handler,differentiate,prey,dog,location_out,established
community,affect,-PRON-,coal,location_out,established
laborer,break,quarry,quarry,location_out,established
wind,blow,site,wind,location_out,established
wind,blow,site,wind,location_out,established
bus,carry,site,bus,location_out,established
user,copy,site,copy,location_out,established
center,support,research,child,goal,established
center,support,research,child,goal,established
wind,knock,food,wind,goal,established
brain,combine,word,brain,goal,established
brain,combine,word,brain,goal,established
silhouette,cast,shadow,silhouette,goal,established
silhouette,cast,shadow,silhouette,goal,established
participant,sort,card,group,goal,established
participant,sort,card,group,goal,established
NodeXL,divide,network,group,goal,established
Cotto,bring,bicycle,bicycle,goal,established
Linda,thrust,toddler,arm,goal,established
leader,call,lieutenant,line,goal,established
member,find,way,group,goal,established
teacher,gain,insight,child,goal,established
someone,fire,missile,fire,goal,established
nurse,slip,needle,nurse,goal,established
nurse,slip,needle,nurse,goal,established
Anna,take,daughter,arm,goal,established
people,throw,grain,people,goal,established
someone,pour,tea,cup,goal,established
Chad,run,hand,hand,goal,established
win,secure,entry,quarter,goal,established
Paige,whip,Charlotte,whip,goal,established
fan,toss,briefcase,fan,goal,established
Bentley,hook,ball,hook,goal,established
law,welcome,people,people,goal,established
reason,divide,newspaper,newspaper,goal,established
reason,divide,newspaper,newspaper,goal,established
effect,stretch,way,child,goal,established
effect,stretch,way,child,goal,established
point,toss,Undertaker,pile,goal,established
vehicle,spray,shot,group,goal,established
vehicle,spray,shot,group,goal,established
viewer,get,insight,tear,goal,established
filter,split,code,filter,goal,established
Lawi,make,way,cave,goal,established
computer,implement,invention,line,goal,established
priest,push,kid,priest,goal,established
priest,push,kid,priest,goal,established
Sakura,pour,sake,cup,goal,established
Parra,hit,drive,pool,goal,established
sitter,transfer,daughter,arm,goal,established
sitter,transfer,daughter,arm,goal,established
sniper,open,fire,fire,goal,established
terrain,drain,water,water,goal,established
user,insert,needle,arm,goal,established
believer,fly,plane,plane,goal,established
John,push,Hank,pool,goal,established
Falcons,gallop,way,quarter,goal,established
Strand,jump,fence,fence,goal,established
Jack,help,fan,fan,goal,established
God,embed,poem,book,goal,established
turn,fire,shot,fire,goal,established
laboratory,conduct,research,number,goal,established
laboratory,conduct,research,number,goal,established
Max,push,Daringonast,arm,goal,established
family,churn,water,water,goal,established
commitment,bring,view,line,goal,established
soldier,fire,missile,soldier,goal,established
wife,hadtransforme,garage,wife,goal,established
BMC,bundle,lumber,bundle,goal,established
capsule,deliver,medication,child,goal,established
capsule,deliver,medication,child,goal,established
Dorman,convert,film,film,goal,established
aspect,indicate,manifestation,form,goal,established
Yuji,move,Konoe,pool,goal,established
center,support,research,child,goal,established
center,support,research,child,goal,established
wind,knock,food,wind,goal,established
brain,combine,word,brain,goal,established
brain,combine,word,brain,goal,established
silhouette,cast,shadow,silhouette,goal,established
silhouette,cast,shadow,silhouette,goal,established
participant,sort,card,group,goal,established
participant,sort,card,group,goal,established
NodeXL,divide,network,group,goal,established
Cotto,bring,bicycle,bicycle,goal,established
Linda,thrust,toddler,arm,goal,established
leader,call,lieutenant,line,goal,established
member,find,way,group,goal,established
teacher,gain,insight,child,goal,established
someone,fire,missile,fire,goal,established
nurse,slip,needle,nurse,goal,established
nurse,slip,needle,nurse,goal,established
Anna,take,daughter,arm,goal,established
people,throw,grain,people,goal,established
someone,pour,tea,cup,goal,established
Chad,run,hand,hand,goal,established
win,secure,entry,quarter,goal,established
Paige,whip,Charlotte,whip,goal,established
fan,toss,briefcase,fan,goal,established
Bentley,hook,ball,hook,goal,established
law,welcome,people,people,goal,established
reason,divide,newspaper,newspaper,goal,established
reason,divide,newspaper,newspaper,goal,established
effect,stretch,way,child,goal,established
effect,stretch,way,child,goal,established
point,toss,Undertaker,pile,goal,established
vehicle,spray,shot,group,goal,established
vehicle,spray,shot,group,goal,established
viewer,get,insight,tear,goal,established
filter,split,code,filter,goal,established
Lawi,make,way,cave,goal,established
computer,implement,invention,line,goal,established
priest,push,kid,priest,goal,established
priest,push,kid,priest,goal,established
Sakura,pour,sake,cup,goal,established
Parra,hit,drive,pool,goal,established
sitter,transfer,daughter,arm,goal,established
sitter,transfer,daughter,arm,goal,established
sniper,open,fire,fire,goal,established
terrain,drain,water,water,goal,established
user,insert,needle,arm,goal,established
believer,fly,plane,plane,goal,established
John,push,Hank,pool,goal,established
Falcons,gallop,way,quarter,goal,established
Strand,jump,fence,fence,goal,established
Jack,help,fan,fan,goal,established
God,embed,poem,book,goal,established
turn,fire,shot,fire,goal,established
laboratory,conduct,research,number,goal,established
laboratory,conduct,research,number,goal,established
Max,push,Daringonast,arm,goal,established
family,churn,water,water,goal,established
commitment,bring,view,line,goal,established
