utterance,year,relation,target,object,verb
rank_vvg_nn1 republican_nn1 on_ii the_at house_nn1 ,1962,location_on,house,republican,rank
assault_vvi the_at bill_nn1 on_ii the_at house_nn1 ,1963,location_on,house,bill,assault
rank_vvg_nn1 republican_nn1 on_ii the_at house_nn1 ,1963,location_on,house,republican,rank
be_vbi no_at fight_nn1 on_ii the_at house_nn1 ,1963,location_on,house,fight,be
push_vvg the_at measure_nn1 through_ii the_at house_nn1 ,1964,instrument,house,measure,push
buzz_vvd the_at kitchen_nn1 on_ii the_at house_nn1 ,1964,location_on,house,kitchen,buzz
have_vhz a_at1 watch_nn1 on_ii the_at house_nn1 ,1965,location_on,house,watch,have
place_vvn a_at1 binder_nn1 on_ii the_at house_nn1 ,1966,location_on,house,binder,place
pass_vvi the_at house_nn1 on_ii his_appge way_nn1 ,1966,locatum_on,house,way,pass
use_vvz the_at body_nn1 as_ii_csa a_at1 house_nn1 ,1966,agent,house,body,use
obtain_vvg leave_nn1_vv0 from_ii the_at house_nn1 ,1966,location_out,house,leave,obtain
make_vvd my_appge way_nn1 through_ii a_at1 house_nn1 ,1966,instrument,house,way,make
reach_vvd_vvn a_at1 compromise_nn1 on_ii a_at1 house_nn1 ,1967,location_on,house,compromise,reach
help_vvd_vvn my_appge wife_nn1 with_iw the_at house_nn1 ,1967,instrument,house,wife,help
enter_vvg the_at house_nn1 on_ii the_at shoulder_nn2 ,1968,locatum_on,house,shoulder,enter
be_vbdz no_at light_nn1_jj from_ii the_at house_nn2 ,1968,location_out,house,light,be
move_vvi the_at house_nn2 on_ii the_at hill_nn1 ,1968,locatum_on,house,hill,move
get_vv0 a_at1 sherry_nn1 on_ii the_at house_nn1 ,1968,location_on,house,sherry,get
give_vvg an_at1 order_nn1 on_ii the_at house_nn1 ,1969,location_on,house,order,give
collect_vvd the_at hit_nn2 from_ii the_at house_nn1 ,1969,location_out,house,hit,collect
be_vbdz the_at case_nn1 as_csa the_at house_nn1 ,1969,agent,house,case,be
request_vv0 a_at1 conference_nn1 with_iw the_at house_nn1 ,1969,instrument,house,conference,request
be_vbdz the_at symbol_nn1 on_ii the_at house_nn1 ,1970,location_on,house,symbol,be
vote_vv0_nn1 an_at1 attempt_nn1 by_ii the_at house_nn1 ,1970,instrument,house,attempt,vote
expel_vvi lyon_np1 from_ii the_at house_nn1 ,1970,location_out,house,lyon,expel
take_vvz her_appge eye_nn2 from_ii the_at house_nn1 ,1970,location_out,house,eye,take
buy_vvg a_at1 house_nn1 on_ii the_at height_nn2 ,1970,locatum_on,house,height,buy
consider_vvd_vvn radical_nn1_jj by_ii the_at house_nn1 ,1971,instrument,house,radical,consider
be_vbz your_appge house_nn1 from_ii the_at freeway_nn1 ,1971,locatum_out,house,freeway,be
call_vvi a_at1 cab_nn1 from_ii the_at house_nn1 ,1971,location_out,house,cab,call
rank_vvg_nn1 republican_nn1 on_ii the_at house_nn1 ,1971,location_on,house,republican,rank
have_vh0 a_at1 drink_nn1 on_ii the_at house_nn1 ,1971,location_on,house,drink,have
serve_vvg drink_nn2 on_ii the_at house_nn1 ,1971,location_on,house,drink,serve
take_vvz place_nn1 on_ii the_at house_nn1 ,1971,location_on,house,place,take
have_vhi the_at bill_nn1 through_ii the_at house_nn1 ,1971,instrument,house,bill,have
freeze_vv0_nn1 frame_nn1 on_ii the_at house_nn1 ,1972,location_on,house,frame,freeze
get_vvi a_at1 job_nn1 with_iw the_at house_nn1 ,1972,instrument,house,job,get
light_vvd_vvn the_at house_nn2 on_ii the_at east_nd1 ,1972,locatum_on,house,east,light
want_vv0 no_at tie_nn1 with_iw your_appge house_nn1 ,1972,instrument,house,tie,want
turn_vvn my_appge back_nn1 on_ii the_at house_nn1 ,1973,location_on,house,back,turn
connect_vvg the_at store_nn1 with_iw the_at house_nn1 ,1973,instrument,house,store,connect
buy_vvd_vvn a_at1 house_nn1 on_ii the_at beach_nn1 ,1973,locatum_on,house,beach,buy
have_vhi a_at1 house_nn1 on_ii the_at vineyard_nn1 ,1973,locatum_on,house,vineyard,have
put_vv0_vvd their_appge house_nn2 on_ii the_at market_nn1 ,1974,locatum_on,house,market,put
place_vvd the_at house_nn1 on_ii a_at1 map_nn1 ,1974,locatum_on,house,map,place
separate_vvi terry_np1 from_ii her_appge house_nn1 ,1974,location_out,house,terry,separate
blow_vvz_nn2 air_nn1 from_ii the_at house_nn1 ,1974,location_out,house,air,blow
rank_vvg_nn1 republican_nn1 on_ii the_at house_nn1 ,1975,location_on,house,republican,rank
approach_vvg the_at house_nn1 from_ii the_at highway_nn1 ,1975,locatum_out,house,highway,approach
run_vvg a_at1 cable_nn1 from_ii the_at house_nn1 ,1975,location_out,house,cable,run
swab_vvd my_appge way_nn1 through_ii his_appge house_nn1 ,1976,instrument,house,way,swab
be_vbdz no_at sound_nn1 from_ii the_at house_nn1 ,1976,location_out,house,sound,be
call_vvi justine_np1 from_ii our_appge house_nn1 ,1976,location_out,house,justine,call
call_vvi leonard_np1 from_ii the_at house_nn1 ,1976,location_out,house,leonard,call
hide_vvg the_at house_nn1 from_ii the_at road_nn1 ,1976,locatum_out,house,road,hide
pay_vvi the_at mortgage_nn1 on_ii the_at house_nn1 ,1976,location_on,house,mortgage,pay
unfurl_vvd_vvn a_at1 banner_nn1 from_ii the_at house_nn1 ,1977,location_out,house,banner,unfurl
remove_vv0 warmth_nn1 from_ii the_at house_nn1 ,1977,location_out,house,warmth,remove
buy_vvd_vvn the_at house_nn1 from_ii her_appge executor_nn1 ,1978,locatum_out,house,executor,buy
await_vv0 the_at bill_nn1 on_ii the_at house_nn1 ,1978,location_on,house,bill,await
make_vvn a_at1 deposit_nn1 on_ii a_at1 house_nn1 ,1978,location_on,house,deposit,make
steal_vvg chicken_nn2 from_ii the_at house_nn2 ,1978,location_out,house,chicken,steal
rebuild_vvg the_at door_nn1 on_ii his_appge house_nn1 ,1979,location_on,house,door,rebuild
order_vvn vasili_nn1_jj_np1 from_ii his_appge house_nn1 ,1979,location_out,house,vasili,order
ignore_vvd order_nn2 from_ii the_at house_nn1 ,1979,location_out,house,order,ignore
hev_vh0 a_at1 drink_nn1 on_ii the_at house_nn1 ,1979,location_on,house,drink,hev
have_vhi a_at1 drink_nn1 on_ii the_at house_nn1 ,1979,location_on,house,drink,have
wrench_vvi the_at amendment_nn1 from_ii the_at house_nn1 ,1979,location_out,house,amendment,wrench
have_vh0 a_at1 stake_nn1 on_ii the_at house_nn1 ,1979,location_on,house,stake,have
have_vhd a_at1 house_nn1 on_ii the_at ile_np1_jj_nn1 ,1980,locatum_on,house,ile,have
have_vhi a_at1 house_nn1 on_ii the_at vineyard_nn1 ,1980,locatum_on,house,vineyard,have
take_vv0 the_at throne_nn1 be_vbz a_at1 house_nn1 ,1980,goal,house,throne,take
lease_vvd_vvn his_appge house_nn1 from_ii the_at grosvenor_np1 ,1980,locatum_out,house,grosvenor,lease
take_vvi a_at1 coat_nn1 from_ii his_appge house_nn1 ,1980,location_out,house,coat,take
paint_vv0_nn1 number_nn2 on_ii the_at house_nn2 ,1981,location_on,house,number,paint
put_vvg her_appge house_nn1 on_ii the_at market_nn1 ,1981,locatum_on,house,market,put
push_vvn his_appge program_nn2 through_ii the_at house_nn1 ,1981,instrument,house,program,push
keep_vvi pressure_nn1 on_ii the_at house_nn1 ,1981,location_on,house,pressure,keep
make_vvn arrangement_nn2 with_iw the_at house_nn1 ,1982,instrument,house,arrangement,make
discuss_vvi the_at matter_nn1 with_iw a_at1 house_nn1 ,1982,instrument,house,matter,discuss
lead_vvd david_np1 through_ii the_at house_nn1 ,1982,instrument,house,david,lead
become_vvi the_at conservative_nn1_jj with_iw a_at1 house_nn1 ,1982,instrument,house,conservative,become
get_vvi the_at house_nn1 on_ii the_at plane_nn1 ,1983,locatum_on,house,plane,get
commission_vvd a_at1 house_nn1 from_ii an_at1 architect_nn1 ,1983,locatum_out,house,architect,commission
open_vvd_vvn fire_nn1 on_ii the_at house_nn1 ,1983,location_on,house,fire,open
rent_vvd the_at house_nn1 from_ii every_at1 year_nnt1 ,1983,locatum_out,house,year,rent
make_vvg improvement_nn2 on_ii their_appge house_nn2 ,1983,location_on,house,improvement,make
be_vbi the_at investigation_nn1 by_ii the_at house_nn1 ,1983,instrument,house,investigation,be
forestal_vvd action_nn1 on_ii the_at house_nn1 ,1983,location_on,house,action,forestal
put_vvi the_at house_nn2 on_ii the_at market_nn1 ,1983,locatum_on,house,market,put
have_vhd a_at1 house_nn1 on_ii the_at beach_nn1 ,1984,locatum_on,house,beach,have
put_vvd his_appge house_nn1 on_ii the_at market_nn1 ,1984,locatum_on,house,market,put
carry_vvd_vvn luggage_nn1 from_ii the_at house_nn1 ,1985,location_out,house,luggage,carry
build_vvi a_at1 house_nn1 from_ii her_appge profit_nn2 ,1985,locatum_out,house,profit,build
buy_vvd a_at1 house_nn1 on_ii the_at hudson_np1 ,1985,locatum_on,house,hudson,buy
install_vvi a_at1 bracket_nn1 on_ii your_appge house_nn1 ,1985,location_on,house,bracket,install
keep_vvd his_appge binoculars_nn2 on_ii the_at house_nn1 ,1986,location_on,house,binoculars,keep
slant_vvg the_at house_nn1 on_ii an_at1 angle_nn1 ,1986,locatum_on,house,angle,slant
be_vbz the_at situation_nn1 with_iw the_at house_nn1 ,1986,instrument,house,situation,be
be_vbdz its_appge manager_nn1 on_ii the_at house_nn1 ,1986,location_on,house,manager,be
engulf_vvi stout_nn1 on_ii the_at house_nn1 ,1987,location_on,house,stout,engulf
hear_vvd a_at1 noise_nn1 from_ii the_at house_nn1 ,1987,location_out,house,noise,hear
run_vvi the_at channel_nn1 through_ii the_at house_nn1 ,1987,instrument,house,channel,run
run_vvi the_at channel_nn1 through_ii the_at house_nn1 ,1987,instrument,house,channel,run
involve_vvg figure_nn2 from_ii every_at1 house_nn1 ,1987,location_out,house,figure,involve
watch_vv0 the_at scene_nn2 by_ii our_appge house_nn1 ,1987,instrument,house,scene,watch
drop_vvd_vvn a_at1 bomb_nn1 on_ii a_at1 house_nn1 ,1987,location_on,house,bomb,drop
see_vvi a_at1 thing_nn1 from_ii the_at house_nn1 ,1988,location_out,house,thing,see
jj_vvg water_nn1 from_ii the_at house_nn1 ,1988,location_out,house,water,jj
take_vvg her_appge solace_nn1 from_ii the_at house_nn1 ,1989,location_out,house,solace,take
hear_vvd a_at1 talk_nn1 by_ii his_appge house_nn1 ,1989,instrument,house,talk,hear
rank_vvg_nn1 republican_nn1 on_ii the_at house_nn1 ,1989,location_on,house,republican,rank
be_vbdz no_at number_nn1 on_ii the_at house_nn1 ,1989,location_on,house,number,be
enter_vv0 petra_nn1_np1 from_ii the_at house_nn1 ,1990,location_out,house,petra,enter
give_vvg a_at1 mortgage_nn1 on_ii a_at1 house_nn1 ,1990,location_on,house,mortgage,give
clap_vvz their_appge hand_nn2 as_ii_csa the_at house_nn1 ,1991,agent,house,hand,clap
buy_vvd_vvn a_at1 house_nn1 from_ii his_appge brother_nn1 ,1991,locatum_out,house,brother,buy
visit_vv0_nn1 the_at house_nn1 on_ii the_at way_nn1 ,1992,locatum_on,house,way,visit
put_vvi the_at house_nn1 on_ii the_at market_nn1 ,1992,locatum_on,house,market,put
put_vv0_vvd_vvn addition_nn2 on_ii their_appge house_nn2 ,1992,location_on,house,addition,put
work_vvg its_appge way_nn1 through_ii the_at house_nn1 ,1993,instrument,house,way,work
keep_vvg an_at1 eye_nn1 on_ii the_at house_nn1 ,1993,location_on,house,eye,keep
be_vbz the_at degeneration_nn1 from_ii the_at house_nn1 ,1993,location_out,house,degeneration,be
park_vvn_vvd a_at1 block_nn1 from_ii her_appge house_nn1 ,1993,location_out,house,block,park
drop_vvn a_at1 house_nn1 on_ii a_at1 witch_nn1 ,1993,locatum_on,house,witch,drop
build_vvd_vvn a_at1 room_nn1 onto_ii the_at house_nn1 ,1993,location_on,house,room,build
loosen_vvz shingle_nn2 on_ii our_appge house_nn1 ,1993,location_on,house,shingle,loosen
cast_vvi a_at1 shadow_nn1 on_ii the_at house_nn1 ,1993,location_on,house,shadow,cast
take_vvi addy_nn1_jj_np1 from_ii the_at house_nn1 ,1993,location_out,house,addy,take
deliver_vvz speech_nn2 on_ii the_at house_nn1 ,1994,location_on,house,speech,deliver
spend_vvd hour_nnt2 on_ii the_at house_nn1 ,1994,location_on,house,hour,spend
get_vv0 seat_nn2 on_ii the_at house_nn1 ,1994,location_on,house,seat,get
need_vvd a_at1 pass_nn1 from_ii the_at house_nn1 ,1994,location_out,house,pass,need
shield_vvd_vvn the_at house_nn1 from_ii the_at street_nn1 ,1995,locatum_out,house,street,shield
remove_vvd_vvn bag_nn2 from_ii the_at house_nn1 ,1995,location_out,house,bag,remove
lick_vvd the_at gutter_nn1 on_ii your_appge house_nn1 ,1995,location_on,house,gutter,lick
put_vvn the_at house_nn1 on_ii the_at market_nn1 ,1995,locatum_on,house,market,put
buy_vvd a_at1 house_nn1 on_ii the_at property_nn1 ,1995,locatum_on,house,property,buy
get_vvi a_at1 house_nn1 on_ii a_at1 lake_nn1 ,1995,locatum_on,house,lake,get
get_vvz a_at1 drink_nn1 on_ii the_at house_nn1 ,1995,location_on,house,drink,get
go_vvg halve_nn2_vvz on_ii a_at1 house_nn1 ,1996,location_on,house,halve,go
be_vbdr a_at1 mile_nnu1 from_ii the_at house_nn1 ,1996,location_out,house,mile,be
be_vbdz no_at answer_nn1 from_ii the_at house_nn1 ,1996,location_out,house,answer,be
have_vhz a_at1 house_nn1 on_ii a_at1 mountain_nn1 ,1996,locatum_on,house,mountain,have
approach_vvi the_at house_nn1 from_ii the_at rear_nn1_jj ,1996,locatum_out,house,rear,approach
hear_vv0 his_appge movement_nn2 through_ii the_at house_nn1 ,1997,instrument,house,movement,hear
sell_vvz thing_nn2 from_ii the_at house_nn1 ,1997,location_out,house,thing,sell
hang_vvi sign_nn2 on_ii their_appge house_nn2 ,1997,location_on,house,sign,hang
drop_vvn a_at1 bomb_nn1 on_ii the_at house_nn1 ,1997,location_on,house,bomb,drop
jj_vvd chicken_nn1 with_iw the_at house_nn1 ,1997,instrument,house,chicken,jj
lose_vvi money_nn1 on_ii a_at1 house_nn1 ,1998,location_on,house,money,lose
suck_vvd_vvn warmth_nn1 from_ii the_at house_nn1 ,1998,location_out,house,warmth,suck
warrant_vv0 impeachment_nn1 by_ii the_at house_nn1 ,1998,instrument,house,impeachment,warrant
put_vvi an_at1 addition_nn1 onto_ii their_appge house_nn1 ,1998,location_on,house,addition,put
write_vv0 a_at1 check_nn1 on_ii the_at house_nn1 ,1998,location_on,house,check,write
sit_vvg the_at house_nn1 on_ii your_appge lot_nn1 ,1999,locatum_on,house,lot,sit
bustle_vvz fanny_nn1_jj_np1 through_ii the_at house_nn1 ,1999,instrument,house,fanny,bustle
get_vvi insurance_nn1 on_ii a_at1 house_nn1 ,1999,location_on,house,insurance,get
see_vvi her_appge house_nn1 from_ii the_at street_nn1 ,1999,locatum_out,house,street,see
buy_vvi a_at1 house_nn1 on_ii the_at inglenook_np1 ,2000,locatum_on,house,inglenook,buy
unnerve_vvg problem_nn2 with_iw the_at house_nn1 ,2000,instrument,house,problem,unnerve
leave_vvg the_at house_nn1 on_ii the_at morning_nnt2 ,2000,locatum_on,house,morning,leave
light_vvi our_appge way_nn1 through_ii the_at house_nn1 ,2000,instrument,house,way,light
lift_vvg the_at house_nn2 from_ii their_appge brace_nn2 ,2000,locatum_out,house,brace,lift
contact_vv0 your_appge representative_nn1_jj via_ii the_at house_nn1 ,2000,instrument,house,representative,contact
shoot_vvd the_at bird_nn1 on_ii the_at house_nn1 ,2000,location_on,house,bird,shoot
build_vv0 an_at1 addition_nn1 onto_ii the_at house_nn1 ,2001,location_on,house,addition,build
ii_vvg the_at confrontation_nn1 with_iw the_at house_nn1 ,2001,instrument,house,confrontation,ii
make_vvi payment_nn2 on_ii your_appge house_nn1 ,2001,location_on,house,payment,make
pay_vvn the_at mortgage_nn1 on_ii the_at house_nn1 ,2001,location_on,house,mortgage,pay
hear_vvz a_at1 house_nn1 on_ii his_appge street_nn1 ,2001,locatum_on,house,street,hear
put_vvi the_at house_nn1 on_ii the_at market_nn1 ,2001,locatum_on,house,market,put
contain_vvg information_nn1 on_ii the_at house_nn1 ,2001,location_on,house,information,contain
be_vbdz no_at door_nn1 from_ii the_at house_nn1 ,2001,location_out,house,door,be
list_vvg_nn1 agreement_nn1 on_ii the_at house_nn1 ,2002,location_on,house,agreement,list
build_vvi a_at1 house_nn1 on_ii the_at island_nn1 ,2002,locatum_on,house,island,build
feel_vvg my_appge way_nn1 through_ii a_at1 house_nn1 ,2002,instrument,house,way,feel
screen_vvd_vvn the_at house_nn1 from_ii the_at street_nn1 ,2002,locatum_out,house,street,screen
rank_vvg_nn1 democrat_nn1 on_ii the_at house_nn1 ,2003,location_on,house,democrat,rank
be_vbi waxman_nn1_np1 on_ii the_at house_nn1 ,2003,location_on,house,waxman,be
have_vhi no_at spy_nn2 from_ii the_at house_nn1 ,2003,location_out,house,spy,have
make_vvg his_appge way_nn1 from_ii the_at house_nn1 ,2003,location_out,house,way,make
be_vbdz no_at sign_nn1 on_ii the_at house_nn1 ,2004,location_on,house,sign,be
build_vvd the_at trail_nn1 from_ii his_appge house_nn1 ,2004,location_out,house,trail,build
put_vvn a_at1 contract_nn1 on_ii a_at1 house_nn1 ,2004,location_on,house,contract,put
own_vvd_vvn a_at1 house_nn1 on_ii the_at lake_nn1 ,2004,locatum_on,house,lake,own
tire_vv0 track_nn2 from_ii his_appge house_nn1 ,2004,location_out,house,track,tire
leave_vvz his_appge house_nn1 on_ii the_at corner_nn1 ,2004,locatum_on,house,corner,leave
keep_vvi tab_nn2 on_ii my_appge house_nn1 ,2004,location_on,house,tab,keep
have_vhd drink_nn2 on_ii the_at house_nn1 ,2005,location_on,house,drink,have
do_vdd a_at1 project_nn1 on_ii the_at house_nn1 ,2005,location_on,house,project,do
catch_vvd_vvn his_appge attention_nn1 as_ii_csa the_at house_nn1 ,2005,agent,house,attention,catch
ban_vv0 alcohol_nn1 from_ii their_appge house_nn2 ,2005,location_out,house,alcohol,ban
enter_vvz the_at house_nn1 from_ii the_at back_nn1 ,2005,locatum_out,house,back,enter
leave_vvd a_at1 message_nn1 on_ii our_appge house_nn1 ,2005,location_on,house,message,leave
bring_vvd tony_np1 by_ii the_at house_nn1 ,2005,instrument,house,tony,bring
call_vvn marilyn_np1 on_ii the_at house_nn1 ,2005,location_on,house,marilyn,call
have_vh0 the_at bottle_nn1 on_ii the_at house_nn1 ,2005,location_on,house,bottle,have
be_vbdz a_at1 rock_nn1 with_iw a_at1 house_nn1 ,2005,instrument,house,rock,be
find_vvi her_appge father_nn1 with_iw a_at1 house_nn1 ,2006,instrument,house,father,find
put_vvd_vv0_vvn the_at house_nn1 on_ii the_at market_nn1 ,2006,locatum_on,house,market,put
seek_vvd support_nn1_vv0 from_ii the_at house_nn1 ,2006,location_out,house,support,seek
build_vvd a_at1 house_nn1 on_ii his_appge grandmother_nn1 ,2006,locatum_on,house,grandmother,build
remove_vvi the_at mirror_nn2 from_ii the_at house_nn1 ,2006,location_out,house,mirror,remove
reach_vvi the_at house_nn1 on_ii the_at corner_nn1 ,2006,locatum_on,house,corner,reach
sell_vvd_vvn the_at couple_nn1 on_ii the_at house_nn1 ,2007,location_on,house,couple,sell
inspect_vv0 the_at house_nn1 from_ii the_at attic_nn1 ,2007,locatum_out,house,attic,inspect
put_vvi battlement_nn2 on_ii their_appge house_nn2 ,2007,location_on,house,battlement,put
go_vvg piggyback_nn1 on_ii a_at1 house_nn1 ,2007,location_on,house,piggyback,go
lead_vvi a_at1 fight_nn1 on_ii the_at house_nn1 ,2007,location_on,house,fight,lead
see_vvn every_at1 day_nnt1 from_ii the_at house_nn1 ,2007,location_out,house,day,see
haul_vvg furniture_nn1 from_ii the_at house_nn1 ,2008,location_out,house,furniture,haul
remove_vvd the_at hate_nn1 from_ii our_appge house_nn1 ,2009,location_out,house,hate,remove
pass_vvd wednesday_npd1 by_ii the_at house_nn1 ,2009,instrument,house,wednesday,pass
be_vbz a_at1 levy_nn1 on_ii the_at wealth_nn1 ,1827,locatum_on,levy,wealth,be
exclude_vvi art_nn1 by_ii a_at1 levy_nn1 ,1894,instrument,levy,art,exclude
